id_path,id_item,in_slot,prerequisites,sequence,mode,delay_time,delay_time_unit
160,2100,0,"",2,all,"",""
208,7793,0,"",0,all,"",""
307,10032,0,"",52,all,"",""
35,686,0,"",3,all,"",""
52,10253,0,"",26,all,"",""
300,4173,0,"",16,all,"",""
299,4095,0,"",14,all,"",""
261,8012,0,"",2,all,"",""
34,754,0,"",1,all,"",""
166,5083,0,"",4,all,"",""
216,8215,0,"",15,all,"",""
41,774,0,"",7,all,"",""
213,8129,0,"",13,all,"",""
157,4916,0,"",0,all,"",""
301,9157,0,"",21,all,"",""
237,8603,0,"",1,all,"",""
310,9159,0,"",24,all,"",""
52,8588,0,"",14,all,"",""
301,3699,0,"",0,all,"",""
108,8583,0,"",12,all,"",""
73,5154,0,2196,4,all,"",""
205,7341,0,"",4,all,"",""
300,3875,0,"",7,all,"",""
299,9758,0,"",39,all,"",""
278,9872,0,"",2,all,0,""
333,11118,0,"",1,all,0,""
328,11089,0,"",9,all,"",""
40,2094,0,"",1,all,"",""
277,9876,0,"",6,all,0,""
204,11608,0,"",9,all,"",""
302,8806,0,"",15,all,"",""
214,8215,0,"",15,all,"",""
53,10252,0,"",21,all,"",""
304,3903,0,"",6,all,"",""
112,1128,0,"",0,all,"",""
191,5358,0,"",1,all,"",""
31,744,0,"",10,all,"",""
189,5877,0,"",2,all,"",""
307,8384,0,"",35,all,"",""
40,2196,0,2094,2,all,"",""
59,1117,0,"",1,all,"",""
8,150,0,"139,106,107,108,109,110,111,134,140,141,142,143,144,145,146,147,148,149",19,all,"",""
34,212,0,"",13,all,"",""
307,7624,0,"",20,all,"",""
299,8668,0,"",32,all,"",""
7,81,0,"69,70,71,72,73,74,75",13,all,"",""
42,769,0,"",5,all,"",""
341,11356,0,"",9,all,0,""
21,8430,0,"",1,all,0,""
29,8719,0,"",0,all,"",""
298,4217,0,"",19,all,"",""
213,8122,0,"",6,all,"",""
168,5042,0,"",4,all,"",""
293,8041,0,"",0,all,"",""
310,4167,0,"",6,all,"",""
216,8225,0,"",4,all,"",""
339,11267,0,"",5,all,"",""
327,10888,0,"",11,all,"",""
89,1761,0,"",1,all,"",""
174,4371,0,"",6,all,"",""
312,4131,0,"",3,all,"",""
331,11093,0,"",3,all,0,""
308,4361,0,"",4,all,"",""
189,5873,0,"",5,all,"",""
308,9133,0,"",22,all,"",""
216,8245,0,"",34,all,"",""
48,680,0,"",10,all,"",""
182,5028,0,"",5,all,"",""
298,9125,0,"",9,all,"",""
123,883,0,"",0,all,"",""
49,5499,0,"",7,all,0,""
339,11268,0,"",8,all,0,""
34,766,0,"",4,all,"",""
21,2100,0,"",3,all,"",""
261,781,0,"",10,all,"",""
212,8016,0,"",5,all,"",""
238,171,0,"",1,all,"",""
265,8939,0,"",1,all,"",""
305,4327,0,"",7,all,"",""
161,390,0,"",1,all,"",""
299,7842,0,"",29,all,"",""
300,3707,0,"",1,all,"",""
311,7860,0,"",7,all,"",""
35,693,0,"",16,all,"",""
157,8708,0,"",11,all,"",""
308,4069,0,"",2,all,"",""
239,2169,0,"",5,all,"",""
314,8601,0,"",8,all,"",""
180,8708,0,"",26,all,"",""
183,5373,0,"",3,all,"",""
307,6691,0,"",14,all,"",""
303,5716,0,"",10,all,"",""
174,3881,0,"",2,all,"",""
42,9691,0,"",12,all,0,""
180,1069,0,"",20,all,"",""
38,222,0,"",6,all,"",""
127,9820,0,"",2,all,"",""
31,743,0,"",8,all,"",""
291,184,0,"",5,all,"",""
21,8591,0,"",5,all,"",""
184,5656,0,"",7,all,"",""
263,9026,0,"",0,all,"",""
311,4427,0,"",2,all,"",""
189,5869,0,"",0,all,"",""
257,8591,0,"",4,all,"",""
38,676,0,"",19,all,"",""
8,156,0,"107,108,109,110,116,153,154,155",28,all,"",""
108,8580,0,"",7,all,"",""
250,8603,0,"",2,all,"",""
312,3895,0,"",1,all,"",""
49,226,0,"",2,all,"",""
34,2364,0,"",20,all,0,""
188,5751,0,"",5,all,"",""
213,8119,0,"",4,all,"",""
188,5756,0,"",1,all,"",""
337,11359,0,"",6,all,0,""
29,5632,0,"",6,all,0,""
64,816,0,"",3,all,"",""
183,5358,0,"",1,all,"",""
299,10036,0,"",43,all,"",""
307,6681,0,"",10,all,"",""
54,1177,0,"",0,all,"",""
186,5745,0,"",4,all,"",""
213,8149,0,"",33,all,"",""
111,183,0,"",3,all,"",""
196,6061,0,"",2,all,"",""
167,5008,0,"",4,all,"",""
212,8024,0,"",15,all,"",""
302,5682,0,"",11,all,"",""
317,6548,0,"",3,all,"",""
169,5121,0,"",5,all,"",""
301,6677,0,"",20,all,"",""
8,146,0,"84,139,106,107,108,109,110,111,134,140,141,142,143,144,145",15,all,"",""
108,8708,0,"",14,all,"",""
321,11364,0,"",5,all,"",""
258,8970,0,"",0,all,"",""
328,11092,0,"",11,all,"",""
34,759,0,"",15,all,"",""
73,8738,0,"",3,all,"",""
298,8386,0,"",6,all,"",""
183,5374,0,"",4,all,"",""
125,1983,0,"",1,all,"",""
73,10004,0,"",7,all,"",""
36,671,0,"",13,all,"",""
127,9574,0,"",1,all,0,""
215,8247,0,"8233,8235,8236,8238,8239,8240,8241,8242,8243,8244,8245,8246",36,all,"",""
17,183,0,"",3,all,"",""
239,174,0,"",6,all,"",""
301,4175,0,"",11,all,"",""
309,6583,0,"",10,all,"",""
305,6621,0,"",11,all,"",""
216,8233,0,"",24,all,"",""
188,5755,0,"",7,all,"",""
305,4427,0,"",8,all,"",""
305,9157,0,"",13,all,"",""
162,2170,0,"",3,all,"",""
300,8646,0,"",32,all,"",""
214,8241,0,"",30,all,"",""
301,4081,0,"",7,all,"",""
52,8587,0,"",13,all,"",""
215,8209,0,"8206,8207,8208",10,all,"",""
299,3701,0,"",0,all,"",""
252,8525,0,"",0,all,"",""
300,3711,0,"",2,all,"",""
34,8575,0,"",5,all,"",""
201,6535,0,"",5,all,0,""
224,4953,0,"",3,all,"",""
41,7710,0,"",2,all,0,""
189,5871,0,"",3,all,"",""
41,8708,0,"",15,all,"",""
310,5706,0,"",15,all,"",""
247,8735,0,"",0,all,"",""
270,9057,0,"",15,all,"",""
23,172,0,"",0,all,"",""
298,4427,0,"",0,all,"",""
26,5140,0,"",11,all,"",""
299,3773,0,"",4,all,"",""
89,1871,0,"",8,all,0,""
52,8582,0,"",20,all,"",""
151,9579,0,"",4,all,"",""
247,8733,0,"",4,all,"",""
180,2364,0,"",22,all,"",""
111,2174,0,"",8,all,"",""
48,10004,0,"",16,all,"",""
256,8733,0,"",0,all,"",""
215,8236,0,"8233,8235",26,all,"",""
235,2100,0,"",0,all,"",""
214,8233,0,"",24,all,"",""
49,1149,0,"",0,all,"",""
56,632,0,"",0,all,"",""
181,5109,0,"",0,all,"",""
180,10004,0,"",28,all,"",""
298,4309,0,"",22,all,"",""
168,5077,0,"",2,all,"",""
114,172,0,"",0,all,"",""
169,5118,0,"",3,all,"",""
224,8326,0,"",0,all,"",""
291,185,0,"",3,all,"",""
335,11266,0,"",5,all,0,""
310,9171,0,"",25,all,"",""
141,1992,0,"",1,all,"",""
310,7898,0,"",20,all,"",""
327,10858,0,"",3,all,"",""
205,8763,0,"",13,all,"",""
38,772,0,"",3,all,"",""
177,4883,0,"",0,all,"",""
297,10362,0,"",0,all,"",""
331,11254,0,"",6,all,0,""
53,10251,0,"",12,all,"",""
171,5093,0,"",0,all,"",""
327,10859,0,"",4,all,"",""
216,8246,0,"",35,all,"",""
174,4700,0,"",10,all,0,""
180,1034,0,"",7,all,"",""
309,5674,0,"",7,all,"",""
281,5182,0,"",0,all,"",""
17,182,0,"",1,all,"",""
220,1748,0,"",2,all,"",""
307,10006,0,"",48,all,"",""
37,8012,0,"",6,all,0,""
314,11096,0,"",18,all,"",""
306,6589,0,"",8,all,"",""
270,9058,0,"",17,all,"",""
8,154,0,"139,106,107,108,109,110,116,153",26,all,"",""
72,209,0,"",1,all,"",""
285,9898,0,"",1,all,"",""
307,7608,0,"",18,all,"",""
338,11376,0,"",1,all,"",""
29,10664,0,"",18,all,"",""
181,5114,0,"",4,all,"",""
305,10321,0,"",17,all,"",""
309,9736,0,"",16,all,"",""
180,5312,0,"",1,all,"",""
49,8773,0,"",14,all,0,""
178,83,0,"69,70,71,72,73,74,75",15,all,"",""
302,3805,0,"",0,all,"",""
296,10363,0,"",4,all,"",""
114,5139,0,172,3,all,"",""
53,8582,0,"",19,all,"",""
35,186,0,"",9,all,"",""
276,9534,0,"",2,all,0,""
52,8720,0,"",0,all,"",""
187,5639,0,"",3,all,"",""
214,8231,0,"",0,all,"",""
164,5104,0,"",5,all,"",""
216,8212,0,"",13,all,"",""
107,8599,0,"",0,all,"",""
213,8140,0,"",24,all,"",""
180,756,0,"",8,all,"",""
307,7626,0,"",21,all,"",""
307,7646,0,"",30,all,"",""
16,183,0,"",2,all,"",""
214,8209,0,"",10,all,"",""
314,11296,0,"",19,all,"",""
49,8448,0,"",1,all,"",""
8,139,0,84,1,all,"",""
298,9782,0,"",29,all,"",""
16,195,0,"",9,all,"",""
53,8594,0,"",22,all,"",""
307,10036,0,"",55,all,"",""
237,8326,0,"",0,all,"",""
343,11333,0,"",6,all,"",""
300,3927,0,"",11,all,"",""
53,8592,0,"",11,all,"",""
327,10883,0,"",6,all,"",""
122,1717,0,"",1,all,"",""
48,5344,0,"",9,all,"",""
307,5718,0,"",4,all,"",""
270,9046,0,"",14,all,"",""
266,8921,0,"",0,all,"",""
299,6641,0,"",28,all,"",""
301,10281,0,"",25,all,"",""
338,11137,0,"",3,all,"",""
158,5244,0,"",1,all,0,""
309,9157,0,"",14,all,"",""
17,8721,0,"",0,all,"",""
277,9878,0,"",8,all,0,""
303,7854,0,"",15,all,"",""
36,2416,0,"",8,all,"",""
301,9736,0,"",23,all,"",""
149,2071,0,"",3,all,"",""
209,79,0,"",11,all,"",""
299,3715,0,"",2,all,"",""
34,764,0,"",19,all,"",""
34,755,0,"",12,all,"",""
304,6621,0,"",18,all,"",""
174,3704,0,"",1,all,"",""
73,2094,0,"",1,all,"",""
8,158,0,"107,108,109,110,157,156,155,154,153,116",30,all,"",""
213,7983,0,"",3,all,"",""
59,1276,0,"",2,all,"",""
109,6072,0,"",1,all,0,""
37,9096,0,"",1,all,"",""
306,4331,0,"",2,all,"",""
51,336,0,"",10,all,"",""
199,8251,0,"",9,all,"",""
103,1051,0,"",2,all,"",""
222,1488,0,"",1,all,"",""
305,6641,0,"",12,all,"",""
17,8708,0,"",22,all,"",""
52,717,0,"",3,all,"",""
302,3883,0,"",5,all,"",""
261,8981,0,"",3,all,"",""
311,8364,0,"",0,all,"",""
64,906,0,"",6,all,"",""
28,4946,0,"",6,all,0,""
157,8554,0,"",2,all,"",""
188,5752,0,"",0,all,"",""
242,8634,0,"",5,all,"",""
223,171,0,"",3,all,"",""
89,1870,0,"",5,all,0,""
313,9163,0,"",3,all,"",""
48,679,0,"",5,all,"",""
303,9179,0,"",25,all,"",""
239,8326,0,"",0,all,"",""
299,4285,0,"",18,all,"",""
299,6621,0,"",27,all,"",""
205,7422,0,"",2,all,"",""
305,3699,0,"",0,all,"",""
108,8554,0,"",2,all,"",""
310,4073,0,"",32,all,"",""
216,8224,0,"",3,all,"",""
257,172,0,"",0,all,"",""
308,10026,0,"",26,all,"",""
8,152,0,"108,109,110,116,153,154,155,156,157,158,159,160,117",34,all,"",""
26,9822,0,"",20,all,"",""
35,1068,0,"",14,all,"",""
111,184,0,"",4,all,"",""
213,8134,0,"",18,all,"",""
68,883,0,"",0,all,"",""
104,1612,0,"",0,all,"",""
317,5012,0,"",0,all,"",""
26,10882,0,"",5,all,0,""
214,8225,0,"",4,all,"",""
299,3807,0,"",6,all,"",""
330,11298,0,"",0,all,0,""
58,8329,0,"",2,all,"",""
300,8798,0,"",35,all,"",""
195,2100,0,172,2,all,"",""
35,2091,0,"",17,all,0,""
39,1176,0,"",4,all,0,""
39,1182,0,"",3,all,0,""
302,6641,0,"",13,all,"",""
52,8594,0,"",22,all,"",""
169,5098,0,"",1,all,"",""
169,5105,0,"",0,all,"",""
307,6663,0,"",8,all,"",""
214,8224,0,"",3,all,"",""
215,8230,0,"8206,8207,8208,8209,8210,8211,8212,8214,8215,8216,8217,8218,8219,8220,8221",22,all,"",""
71,209,0,"",1,all,"",""
74,1044,0,"",6,all,"",""
215,8238,0,"8233,8235,8236",27,all,"",""
300,3879,0,"",8,all,"",""
29,1095,0,"",11,all,"",""
29,843,0,"",15,all,"",""
26,1122,0,"",3,all,0,""
36,5344,0,"",16,all,"",""
26,9017,0,"",13,all,"",""
157,10232,0,"",5,all,"",""
308,8384,0,"",18,all,"",""
41,775,0,"",10,all,"",""
182,5024,0,"",1,all,"",""
216,8241,0,"",30,all,"",""
216,8221,0,"",21,all,"",""
175,4977,0,"",0,all,"",""
152,2106,0,"",0,all,"",""
38,225,0,"",4,all,"",""
261,793,0,"",1,all,"",""
57,597,0,"",2,all,"",""
24,179,0,172,1,all,"",""
299,5716,0,"",26,all,"",""
38,2416,0,"",8,all,"",""
303,4437,0,"",8,all,"",""
310,3929,0,"",4,all,"",""
211,9988,0,"",1,all,"",""
156,1772,0,172,1,all,"",""
265,8921,0,"",0,all,"",""
167,5055,0,"",0,all,"",""
327,10886,0,"",9,all,"",""
49,225,0,"",4,all,"",""
261,234,0,"",9,all,"",""
163,5125,0,"",1,all,"",""
89,9580,0,"",6,all,0,""
27,9822,0,"",19,all,"",""
152,9030,0,"",2,all,"",""
223,9572,0,"",4,all,0,""
7,79,0,"69,70,71,72,73,74,75",11,all,"",""
185,5861,0,"",2,all,"",""
242,8632,0,"",1,all,"",""
41,8716,0,"",0,all,"",""
41,1056,0,"",13,all,"",""
17,10674,0,"",14,all,0,""
37,1174,0,"",3,all,0,""
48,982,0,"",13,all,"",""
338,11375,0,"",0,all,"",""
213,8124,0,"",8,all,"",""
304,3811,0,"",2,all,"",""
288,10004,0,"",4,all,"",""
216,8231,0,"",0,all,"",""
199,8154,0,"",8,all,0,""
293,10201,0,"",1,all,"",""
53,8587,0,"",13,all,"",""
34,757,0,"",14,all,"",""
123,1471,0,"",1,all,"",""
307,7640,0,"",27,all,"",""
213,8132,0,"",16,all,"",""
310,6635,0,"",17,all,"",""
204,8576,0,"",2,all,"",""
299,10056,0,"",44,all,"",""
36,225,0,"",4,all,"",""
38,2197,0,"",1,all,0,""
184,5655,0,"",6,all,"",""
205,10261,0,"",9,all,"",""
17,10004,0,"",23,all,"",""
34,215,0,"",11,all,"",""
267,8939,0,"",0,all,"",""
8,151,0,"108,109,110,116,153,154,155,156,157,158,159,160,117,152,118",36,all,"",""
292,6044,0,"",2,all,"",""
336,11263,0,"",1,all,"",""
288,8903,0,"",3,all,"",""
337,11430,0,"",9,all,0,""
48,8718,0,"",0,all,"",""
259,6789,0,"",3,all,"",""
294,10068,0,"",3,all,"",""
303,3807,0,"",24,all,"",""
300,4069,0,"",14,all,"",""
189,2010,0,"",1,all,"",""
212,8021,0,"",11,all,"",""
8,112,0,"107,108,109,110,111,139,134,140,141,142,143,144,145,146,147,148,149,150",20,all,"",""
201,6538,0,"",1,all,0,""
215,8242,0,"8233,8235,8236,8238,8239,8240,8241",31,all,"",""
205,8723,0,"",7,all,"",""
126,1818,0,"",3,all,"",""
184,5648,0,"",1,all,"",""
31,10664,0,"",18,all,"",""
27,9823,0,"",20,all,"",""
114,197,0,172,2,all,"",""
8,115,0,"107,108,109,110,111,112,113,114,139,134,140,141,142,143,144,145,146,147,148,149,150",23,all,"",""
224,1748,0,"",2,all,"",""
43,8981,0,"",3,all,"",""
307,7890,0,"",33,all,"",""
249,2169,0,"",7,all,"",""
337,11403,0,"",8,all,"",""
38,983,0,"",22,all,"",""
204,8554,0,"",1,all,"",""
160,2372,0,"",1,all,"",""
242,5869,0,"",2,all,"",""
111,684,0,"",2,all,"",""
178,71,0,84,3,all,"",""
310,4435,0,"",9,all,"",""
303,3711,0,"",0,all,"",""
298,4285,0,"",21,all,"",""
338,11273,0,"",10,all,0,""
339,11249,0,"",3,all,"",""
29,5765,0,"",17,all,0,""
73,2421,0,2196,5,all,"",""
108,8553,0,"",1,all,"",""
288,8902,0,"",2,all,"",""
270,9037,0,"",0,all,"",""
37,1180,0,"",9,all,0,""
306,10285,0,"",39,all,"",""
311,7830,0,"",6,all,"",""
304,4173,0,"",11,all,"",""
301,3879,0,"",5,all,"",""
8,155,0,"106,107,108,109,110,116,153,154",27,all,"",""
27,1145,0,"",0,all,"",""
178,70,0,84,2,all,"",""
158,5279,0,"",4,all,0,""
309,10006,0,"",18,all,"",""
307,6689,0,"",13,all,"",""
279,10141,0,"",4,all,0,""
308,4427,0,"",6,all,"",""
214,8235,0,"",25,all,"",""
298,3805,0,"",1,all,"",""
243,8564,0,"",3,all,0,""
184,5651,0,"",3,all,"",""
38,982,0,"",21,all,"",""
64,10004,0,"",9,all,"",""
51,1134,0,"",0,all,"",""
183,5377,0,"",7,all,"",""
213,8145,0,"",29,all,"",""
224,4954,0,"",4,all,"",""
149,2038,0,"",2,all,"",""
300,4229,0,"",18,all,"",""
261,7368,0,"",5,all,"",""
302,8386,0,"",4,all,"",""
52,8585,0,"",8,all,0,""
303,9772,0,"",21,all,"",""
243,8561,0,"",1,all,0,""
157,8579,0,"",9,all,"",""
43,882,0,"",4,all,"",""
29,202,0,"",9,all,"",""
299,10279,0,"",48,all,"",""
303,4539,0,"",9,all,"",""
300,9179,0,"",37,all,"",""
34,1057,0,"",3,all,"",""
287,9897,0,"",0,all,"",""
38,669,0,"",5,all,"",""
29,4915,0,"",12,all,"",""
157,8570,0,"",8,all,"",""
31,1132,0,"",0,all,"",""
310,10301,0,"",29,all,"",""
331,11251,0,"",4,all,0,""
208,7796,0,"",4,all,"",""
329,10920,0,"",4,all,"",""
48,981,0,"",8,all,"",""
16,10674,0,"",6,all,0,""
212,8029,0,"",4,all,"",""
213,8147,0,"",31,all,"",""
17,693,0,"",20,all,"",""
307,7884,0,"",32,all,"",""
336,11250,0,"",4,all,0,""
213,8153,0,"",36,all,"",""
329,10893,0,"",0,all,"",""
147,1476,0,"",1,all,"",""
102,1515,0,"",0,all,"",""
260,4953,0,"",3,all,"",""
183,5376,0,"",6,all,"",""
306,9201,0,"",34,all,"",""
293,8112,0,"",6,all,"",""
337,11255,0,"",1,all,"",""
215,8227,0,"8231,8228,8234,8224,8225,8226",6,all,"",""
306,9734,0,"",35,all,"",""
215,8219,0,"8206,8207,8208,8209,8210,8211,8212,8214,8215,8216,8217,8218",19,all,"",""
307,10018,0,"",49,all,"",""
42,767,0,"",1,all,"",""
180,755,0,"",13,all,"",""
48,8448,0,"",1,all,"",""
178,75,0,84,7,all,"",""
307,9760,0,"",46,all,"",""
216,8217,0,"",17,all,"",""
108,10256,0,"",8,all,"",""
215,8239,0,"8233,8235,8236,8238",28,all,"",""
53,8553,0,"",1,all,"",""
336,11374,0,"",0,all,"",""
42,8008,0,"",3,all,0,""
89,700,0,"",3,all,"",""
209,83,0,"",15,all,"",""
213,8126,0,"",10,all,"",""
314,5745,0,"",6,all,"",""
267,9019,0,"",1,all,"",""
8,118,0,"109,110,116,117,139,153,154,155,156,157,158,159,160,152",35,all,"",""
27,10658,0,"",14,all,0,""
221,2100,0,"",0,all,"",""
178,89,0,"",16,all,"",""
270,9040,0,"",6,all,"",""
213,8433,0,"",0,all,0,""
298,9185,0,"",28,all,"",""
94,1212,0,"",0,all,"",""
304,5678,0,"",17,all,"",""
191,5372,0,"",2,all,"",""
214,8240,0,"",29,all,"",""
21,390,0,"",4,all,"",""
316,10771,0,"",0,all,"",""
7,8432,0,"",0,all,"",""
108,10257,0,"",13,all,"",""
105,1650,0,"",2,all,"",""
222,8603,0,"",5,all,"",""
213,8203,0,"",37,all,"",""
250,2166,0,"",3,all,"",""
306,8706,0,"",30,all,"",""
36,10004,0,"",26,all,"",""
73,2196,0,2094,2,all,"",""
298,9792,0,"",34,all,"",""
