id,filename,type,detected_language
137,76741051520064d52a87aded765c5ca11543324521.txt,short,en
1671,2142e99724ed336bbe7662d8f41541391992769330.txt,short,en
425,9d9cd0549e3fc6b44968be2ae1c43352165645156.txt,short,en
1780,fa345b10206a30d3d264541444d605f8107544046.txt,short,en
456,005207855e6bd5b8f6419f0e146071b51956285224.txt,short,en
1397,b98b320d63d1d4ffcac92b4de87a8df0717580779.txt,long,en
1867,858b629c3786a61933a2aadf08e25967416058180.txt,short,en
1002,cac20128e8ffad2b977df8be8b2781ee1738070371.txt,short,en
2093,a34db5ac96458c9bcaca49a3d3ceafbe1297278137.txt,long,en
244,a1a64242703c904bc8099b863887ee58958063912.txt,short,en
1975,f05a294ab445c7a7737fe7ea1682e601764739755.txt,short,en
1358,dd8fd8d3a523ffba051a41259be18506572415257.txt,short,en
810,4588680c2e89ea870876316416919d3c1500692922.txt,short,en
74,ef01ac4dac7bfba58d183591f8a5b3b21925463007.txt,long,en
262,5a166265969f8e3ec327cfea09402f1f290631243.txt,short,en
136,cf81f7e356b136be165cdd60162869e61391673375.txt,short,en
34,72358024611817209b87d9acc6c056f0995518193.txt,long,en
1453,fb70de9894dff42da9a8406641f0c523999698438.txt,long,en
1234,83a0787ed81ee5227a8e12206d4925982135575026.txt,short,en
1434,852d05baaa478d38d48f27c2285dd8df585678000.txt,short,en
1513,e0f62b0aad372a4b89b6da4f4d530570211346523.txt,long,en
156,cab2d3d627622b498d961936349a6513414694295.txt,short,en
1178,1b136a382542a50aa27ccafa941773421483191132.txt,short,en
1065,e5e48683812651a4274b54482cd6f460250085210.txt,long,en
441,4c955aeffb48ba2f41787a39295bfb801721327313.txt,short,en
1732,6b4e4a98094f4db18df86e6334126f561649936259.txt,short,en
1357,01c2f07d7f98d18998354b19b8f01749946570806.txt,long,en
630,fc653cd0b975a4a1066e40f5c154a97e49327657.txt,short,en
1044,ef08bb0cce214ae2294bfb3f32d4e491513425112.txt,short,en
1872,7a8a81b5318f9667ceb4ee263e352a771176810938.txt,long,en
1136,f2d6a706a372e1aabe3806107b6763071101725036.txt,long,en
1783,b7fda07f99d8337c7f05674e5ef5c8e9571238915.txt,long,en
940,1f128df8557e15efbfa00e32645b4c9f231317604.txt,short,en
7,908589462515d897897164caac1acdc51535092704.txt,long,en
1657,805dd42db1f4c57fcf6d69145e31bf4e1942049981.txt,short,en
184,a8ee7cb410830ef123e2b28fb7ea303d1405073705.txt,long,en
460,9e48be09b477dea6d03b6858c69b2701995260526.txt,short,en
1840,223823e7b099520ed82c413c11b31466556892467.txt,short,en
1200,811256d7a213727a42fc3d9152c8bad8864927425.txt,short,en
1651,fac80f64cb4b57a312d1b356d214a4211539346992.txt,long,en
2054,74e40000d256d480ebc10109bbdea8e52119091701.txt,short,en
1108,2682b158fd24a26a16263c1c02517883869828488.txt,long,en
134,279654e048bc15ecd8ddf95d9fda3c5a1535994810.txt,short,en
46,f3df3eaf33c6110e74e9d68a7871a1652116752272.txt,long,en
476,26ececf74e819628ffdb3fc925d79d661716788719.txt,short,en
1896,11c544f28f8c1a5a703744cd4976b29f709027393.txt,short,en
1531,a5447a3317f3be27880be95360a0167c1342403760.txt,short,en
849,3ec1d43166fc1ed2f9c5b6fda8bd98201631968785.txt,short,en
745,fa54f8815ab77513e6506f181eeeb0db1191639427.txt,short,en
1207,b099ab6ab6ce80eb763f4f4564cf6bc11518599678.txt,short,en
1292,71db18501f59d186e7e1e13ee26e9f5a1535352850.txt,long,en
1764,304eecae0f11044057a5cb70559400d2804603646.txt,short,en
592,969381d97018fcdbd951e482679464b7119435655.txt,short,en
1390,20d726ba2205411fd79f21618c82876f1490329365.txt,short,en
1725,72779a480bf213a7209f7bcc82d94b7e43492020.txt,short,en
1919,c216a5e690f271bb6b674972fc7f801c394741043.txt,short,en
379,3d848a8ec4bed966fccad5c76cdf3acd19218881.txt,short,en
1221,e98d07e01f69450237ed5f5575d934a6431328385.txt,short,en
598,34b3cfe240e4e3023908aa799c1d54b31976604155.txt,short,en
1269,fa79b5899d42d98599a938a0d4327e09608600172.txt,short,en
1576,d32dd6437ceaa56de73e92b54ef8b24b1420743583.txt,short,en
1666,ec2394d8c1cd53d381f79797b5ce1e9f1145518491.txt,long,en
1150,8e0b6bad7242a9bde12f0abbef9bc82a1641777114.txt,short,en
1683,e9a8e073cd9e78f92e0c40c23002feee254803778.txt,short,en
606,5d8878fd436ebfa095dddedffede144c595291583.txt,short,en
316,856bbc59fff595a560c7ffb871690920713193591.txt,short,en
1542,596b7b70de2eff86c0e10edb6ecf66fe988006730.txt,short,en
737,6d06ba5fddfa30d58685a9c6fbe222fe1821239229.txt,short,en
1988,3869a25556729939840400ebd8318c261580975806.txt,short,en
288,32063f8e68064efdccdef698c09b19e820354336.txt,long,en
1075,974d38f2ff93af697443c9f9305edc231233054909.txt,short,en
260,a8493961dcba72d13cf02347dfd2eaba2127664123.txt,short,en
2062,7e29ad125dc6f9068a09b8c520d6922a1102016427.txt,short,en
1417,65287f8609ec63d76f3c2894cddc8459705020178.txt,long,en
2060,a44528f5e8085fa4292eab93884ca3ae26615703.txt,short,en
1263,d353802f966208675762dc2ab9cfcff61473971073.txt,long,en
638,6bdbe5e8a2eff100612f7ebe4747e3e3184431565.txt,short,en
186,567acb82cb9496764f38da97d29ef357390748771.txt,short,en
1274,7659e4b4c4104bd3ae58dfdd8dc35fc91814530770.txt,long,en
1818,229d1086620c9252b26e62874739be2d278209056.txt,short,en
2042,7c2ed5d78068589a56e6b43a4eca3ae01962753608.txt,short,fr
1193,1610507d030f5963de48da5db38266541973015118.txt,short,en
648,01b88b64c967e6e2b4376c3b7c2a70f21273030516.txt,short,en
779,b582caf7426ad0f99a285e8edf9be9e3731070702.txt,short,en
1830,659be9cefc535dc6108c0edca6f5ca981750848555.txt,short,en
833,189d40de494b5b680fb10f9186b554861701462637.txt,short,en
1554,4bea4e1bef39d1d3862aef2c031419dc1412418090.txt,long,en
932,9eabe07552b07febbadad8cfee492f821762059065.txt,short,en
1096,1222322daf8f132809043f9e2ea2c6681933500857.txt,long,en
207,01fb1effba604a95597168f9d8eef84a2019340185.txt,short,en
670,8d091c80f1e6944944ee6c40fb0504321685100267.txt,long,en
1717,cd56a359d6f6e1f07f94dab7959a649d1069124617.txt,short,en
1000,680a303f1262e422d4d5de1302ccbe74536167679.txt,short,en
1857,8136a712e73d3293dde9ffe6ef35002f987924318.txt,short,en
1983,f3aff290e2244e6977679a6152ec15a32059982453.txt,short,en
1475,da9184aa1bc3c88bd0be76e7ac81b085740150955.txt,long,en
1382,9591a08a713d7a729b2b929ff42689601690950074.txt,short,en
1055,99cdbb8af2db5d493961eac3d88bff6c1928995889.txt,short,en
1518,df5e841d61e0e9dfde4c680e8ea17fc5374774554.txt,short,en
846,ed5a909466a2ce708152604e92659dfd217604116.txt,long,en
1249,52feba2cb83b5a16319f24a19f6efc002038046180.txt,short,en
1866,7c4c3af2d70d887c67cf261fbbcbadb11722055543.txt,short,en
75,7f0bcf7b2013ffb948c407010ebb77d81396168659.txt,short,en
1913,2d8f71284336c0d5f5ae16d4d04bb07f1204030391.txt,short,en
1450,0831f3b6ec5f9b123663ef66e58bd63f1698184612.txt,short,en
2099,14d71376fa22931885cc320142d406b11289281253.txt,short,en
272,797a02b0b70ff3fadcbe82e328a8ac6e180806902.txt,short,en
192,f16e0a7d8515ae9872a55e2a128c87341901789997.txt,short,en
362,6615b43b1978839c39bb185ff7104e471243040616.txt,short,en
189,b86880beaa2148434b8710aa7260c966728685935.txt,short,en
1035,e93b1ef6355f34f16e539ceae72f7119187804449.txt,short,en
1638,cc2f718193981c7ea5950f733600f7231126507614.txt,short,en
120,8d8e2a09b6c9dbb12d66fc4d704dbee41916639213.txt,short,en
1844,e6a4f57a984bb860692649b6a8059c34100686508.txt,short,en
445,8453af41c3d28bf0c656416620eb091c791585932.txt,short,en
731,8b8f4d319e167e41d783f61e8f793ab1726216630.txt,short,en
147,3e45395810826ccdacba8ed02bbdc7d21692233994.txt,short,en
1480,3f0b2acc4d4ccac2b803a6d06ed6989d761625729.txt,long,en
1959,716ff7c1c6c5cc5ad158c223bf1853651633960462.txt,short,en
243,3174eaf1580ff23dc78c4df3952d40582079930360.txt,short,en
1359,be540030eec6129fc07c58077de1ae6d1643311924.txt,long,en
2075,19677c558984ae545742a088c9dc0f2b1501946531.txt,short,en
367,586a0ea26ecb2e2821332dbc19d2c5721325839941.txt,short,en
402,4c9e00d47677a7f3f94514e33eb2bea41498047846.txt,short,en
1598,17d9f5a100853a509a8a93ae8d6b25fc1883735522.txt,short,en
273,142d139ecf5cdd14d36b956271c5a3ee1902054021.txt,short,en
2074,54b7c98cfda6180b833b2dfcc93ab4ca1899258613.txt,short,en
930,c7cc7f89132758f25a72a63d2eff64c01676563097.txt,short,en
751,ce8d06ef53195f9d13d48dae6e38c4c5651551811.txt,long,en
400,3449117ca13728c909ff227fbd3b19dd380985027.txt,short,en
125,d760ca908e07c62d5520cce97fec44f4200562446.txt,long,en
1331,163b2b30ec1b8cb292d58d1c418f805d1020815604.txt,short,en
717,beb3651a146603fb8cb8abfe1e6e300a2076094748.txt,long,en
1077,e93b5d26f96b7e5a45206df56ed137f52097898259.txt,short,en
274,ef1bd7c9bb5842079a9799acd0fbd958242537924.txt,long,en
388,557a0d03fb1661612fd694040d5bbeca1062554072.txt,short,en
1719,fe030dbc645b81d3d23925870144239e109160966.txt,short,en
1838,1196f44e8bb1d3ae616a9e82f8bb5ed8392921466.txt,short,en
30,92cc7a10702f019c0546d012013a06391952174374.txt,long,en
1326,75d2c18076cf9684c2acdfb7fb4221ee858280047.txt,long,en
626,cf7190bfe58788e09b577c34a78d47272142563635.txt,short,en
1966,17cffc2d7d2ad1d84fd29fb53bcc394e1780715937.txt,short,en
1325,612ca9931ffb9c654bf05b0620c928381846170365.txt,short,en
468,f7c8508d8aa2a67c92de8fa8aa1d203b1540604162.txt,short,en
1038,d434e4e5d44efcc2a0bd3acd5316dc3b380780042.txt,long,en
1558,05ec309835088a04d7dd86fb46240197778208125.txt,short,en
655,5dee4d76c05da1323ffed3c344f4a909534915556.txt,short,en
1538,5aa334e3373910f62e91e7109c7c888e1546659527.txt,short,en
1989,8baaa50cf32873dcb9b5b279a73befa5810247062.txt,short,en
1465,bca26942cde8a924385888704e1dbd5d417624844.txt,long,en
933,2bba67ea5ad719a9b52a536c6fad3f201457997043.txt,long,en
1908,4eb72ac4ad749559a97b1e9084595458108129334.txt,short,en
1307,d1648ed6c8f33060b90c232f823ccfd6579939178.txt,long,en
1182,810199b6d0aef1dd53b96e653525def11482397508.txt,long,en
1037,5dca434ddb0add7be9f0694e024fa6a32022740311.txt,short,en
893,d58ba1f41ac8994e99ea08484a2a8e071300890032.txt,short,en
1078,175527324b7449b08c8f79e23b987bb286879255.txt,short,en
1011,6094047fb258ee490daebf97d076a3cc1592719272.txt,short,en
158,43a7e4ef2b65ec02ef6fca35b999dec0433334572.txt,long,en
1032,e899108904ce3460a48deab73f942bb5209330075.txt,short,en
329,d4771a4a3433f16e61110e2a9988f11d1324971127.txt,long,en
432,bcdd883ab30dc1fde0627871c05f2e752125154858.txt,long,en
989,1c8b5aa21375a9c3d41509107ab96dec1738353468.txt,short,en
286,933f2fc8f3ec282a626456ac5db26bd31237756512.txt,long,en
348,bae1e333461acfcdd18ddb7a313dcd28754311291.txt,long,en
682,2840c87278f35de3c10818aabb4f0343764070307.txt,long,en
538,550d86372e412327a1568c76342bd4b2984622889.txt,long,en
464,2893695f4ab7a0105479fd89dd6cfcc91354202013.txt,short,en
1602,9befd036e12407db7cb760fce5094b23326963461.txt,short,en
1937,8588c92c05c6bf09964bd7a29f7db6832021215901.txt,short,en
1999,4cfe14ac7e52eaa69f23c7a56db90e572107667515.txt,long,en
100,42f5d9469d66481f776112a2a3ad5d7a1779797898.txt,short,en
675,665afbe1b807b298a98929c056e71b74282002331.txt,long,en
1932,c4321a2e71c27f140d3e959e49666cdd1245014479.txt,short,en
524,c65412cce5a442de4f346199ba794e352054812928.txt,short,en
1746,cbe760b076f854322d9d5e53f562792261742635.txt,short,en
178,b75210123ba2fcc4ead2cd2884c5a5922058839965.txt,long,en
831,3ec7f73d11d4622be8d5ee3e74352f2e886425453.txt,short,en
2037,e790aaa5bcb436b3704f86794396a40e991611992.txt,short,en
92,e3166f2d3bea318aede63effa4edd0b22053332811.txt,short,en
26,aa6b30f9d99f77fe48144e70fd8d01cd1727926889.txt,short,en
777,4b7a6e003051dc3ba3f526198861e17d77148804.txt,short,en
1660,b38cd2f032555a6fd31708964cca1af5949381038.txt,short,en
171,e1e675cffaff6cf302e5b15e3f2942711216921883.txt,short,en
678,fade14cd7b82339944e21613bb4d5016387030258.txt,long,en
1251,48a202c308db0811a58a39bca303f7f4228024148.txt,short,en
321,5273b0aa74a255df56a68a14ad14d1311511060113.txt,long,en
1903,5a739feb9aa19a4bf7710c74ae3a2f001953067454.txt,short,en
1781,a9b54abd3c6384d342e4edb743f30277370018233.txt,long,en
97,5109bbe888aba5633b6e5b849a4db4cf769173815.txt,long,en
1733,10272291cd90084190fe9b1394f4f78a2126261893.txt,long,en
1517,b28a93c8023d5ebbfcb5e32559654c941064708653.txt,short,en
1835,c8b590dae8c8d74cf36522a4d37ab8961549037633.txt,long,en
86,31ee121f73b7c2e1a2229e952fec4ba6368242472.txt,short,en
1712,a0012638c15ec9e5f503559ecb2c091d35942345.txt,long,en
1510,d610fbae61ac0dead7abd1dce6757e9c118227524.txt,short,en
1575,02732a0caafcf24544a26288f04e4d45455136417.txt,long,en
458,c6e4d5cdcaac284f14027ba6fc4105bb1738061695.txt,short,en
1362,136f0768653a9c079e8bdc5209adef80682840823.txt,short,en
551,a98d7ada5ac5dc86cb9e2ae2148f087b2014162156.txt,long,en
1474,ad6523ee5b29591aa79b4417dcccb074185421298.txt,short,en
1931,c41ad90b0c62655e950594a1a4c5767b1845944263.txt,short,en
19,72f3d13fbe8778f7f6834214ea9bcc7e2017329501.txt,short,en
